Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,geocode_query,geocode_status,latitude,longitude
2016-03-22,"19 WILLOW TERRACE, LISDUGGAN, WATERFORD",Waterford,,77000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"19 WILLOW TERRACE, LISDUGGAN, WATERFORD",ok,52.252082,-7.130313
2016-09-05,"69  Cois Na Mara, Golf Links Road, Bettystown",Meath,,240000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,"69  Cois Na Mara, Golf Links Road, Bettystown, Meath",ok,53.705135,-6.251576
2016-09-05,"9 DERRYNANE PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"9 DERRYNANE PARADE, PHIBSBOROUGH, DUBLIN 7",ok,53.361015,-6.263694
2016-10-11,"34 ARAS NA TRA, COIS CUAIN, SALTHILL",Galway,,373000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"34 ARAS NA TRA, COIS CUAIN, SALTHILL, Galway",ok_relaxed_area,53.264988,-9.068038
2016-02-11,"8 WARRENSTOWN GROVE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,196000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"8 WARRENSTOWN GROVE, BLANCHARDSTOWN, DUBLIN 15",ok,53.400543,-6.382476
2016-11-18,"1 OAK AVE, HILLVIEW, WATERFORD",Waterford,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"1 OAK AVE, HILLVIEW, WATERFORD",ok,52.262145,-7.140669
2016-12-15,"20 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON",Meath,,246255.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"20 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON, Meath",ok,53.713199,-6.283285
2016-06-30,"KILCOLEMAN HOUSE, KILCOLEMAN, KINSALE",Cork,,660000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"KILCOLEMAN HOUSE, KILCOLEMAN, KINSALE, Cork",ok_relaxed_area,51.651173,-8.56008
2016-11-08,"57 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,,580000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"57 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",ok,53.323303,-6.275423
2016-06-29,"GROUND FLOORS, DUNKEN HOUSE, GRATTON ST",Cork,,96250.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"GROUND FLOORS, DUNKEN HOUSE, GRATTON ST, Cork",ok_relaxed_area,51.954052,-7.846969
2016-02-12,"CORLISLEA, BALLINAGH, CO CAVAN",Cavan,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"CORLISLEA, BALLINAGH, CO CAVAN",ok_relaxed_area,53.889809,-7.362931
2016-12-14,"28 Limetree Hall, Maynooth",Kildare,,389750.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"28 Limetree Hall, Maynooth, Kildare",ok,53.382373,-6.583559
2016-07-08,"31 THE BRAMBLES, CASTLEPARK, ST JOSEPHS RD",Cork,,170000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"31 THE BRAMBLES, CASTLEPARK, ST JOSEPHS RD, Cork",ok,51.871463,-8.351657
2016-02-03,"5 Moore Abbey Court, Monasterevin",Kildare,,161145.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,2,"5 Moore Abbey Court, Monasterevin, Kildare",ok,53.138614,-7.056134
2016-12-13,"242 Boireann Bheag, Roscam, Galway",Galway,,167250.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12,"242 Boireann Bheag, Roscam, Galway",ok,53.275136,-8.966178
2016-04-08,"72 MOUNTAIN VIEW, NAAS, KILDARE",Kildare,,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"72 MOUNTAIN VIEW, NAAS, KILDARE",ok,53.215518,-6.648522
2016-10-04,"5 Coill Doire, Faha, Killarney",Kerry,,220575.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10,"5 Coill Doire, Faha, Killarney, Kerry",ok,52.11013,-9.628906
2016-06-09,"5 CRIMSOM MEWS, PARKEEN CROSS ROADS, ROSSCARBERY",Cork,,167500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"5 CRIMSOM MEWS, PARKEEN CROSS ROADS, ROSSCARBERY, Cork",ok,51.578937,-9.029333
2016-11-25,"4 LOWER BRIDGE STREET, CALLAN, CO. KILKENNY",Kilkenny,,33000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"4 LOWER BRIDGE STREET, CALLAN, CO. KILKENNY",ok,52.544887,-7.390229
2016-09-16,"19 WOODFIELD, GALWAY RD, TUAM",Galway,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"19 WOODFIELD, GALWAY RD, TUAM",ok,53.509178,-8.869783
2016-11-15,"BILLISTOWN, DEVLIN, WESTMEATH",Westmeath,,127000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"BILLISTOWN, DEVLIN, WESTMEATH",ok_relaxed_area,53.59571,-7.10621
2016-12-17,"10 ARLINGTON, PARK RD, KILLARNEY",Kerry,,205000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,12,"10 ARLINGTON, PARK RD, KILLARNEY, Kerry",ok,52.057735,-9.342231
2016-02-23,"43 GLENVIEW, GALWAY RD, ROSCOMMON",Roscommon,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"43 GLENVIEW, GALWAY RD, ROSCOMMON",ok,53.619447,-8.197262
2016-04-29,"66 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,407000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"66 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",ok,53.212299,-6.11774
2016-05-17,"ANNAGHARANETT KILINKERE, VIRGINIA, CAVAN",Cavan,,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"ANNAGHARANETT KILINKERE, VIRGINIA, CAVAN",ok_relaxed_area,53.876739,-7.09272
2016-10-28,"THE RIDGE, OLD LEIGHLIN, CARLOW",Carlow,,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"THE RIDGE, OLD LEIGHLIN, CARLOW",ok_relaxed_area,52.736568,-7.02361
2016-12-21,"35 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"35 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",ok,53.294075,-6.242949
2016-08-12,"BALLYLAHY, TEMPLEMORE, TIPPERARY",Tipperary,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"BALLYLAHY, TEMPLEMORE, TIPPERARY",ok_relaxed_area,52.76872,-7.751544
2016-04-19,"2 CONABURY HILL, CASTLEBLAYNEY, MONAGHAN",Monaghan,,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"2 CONABURY HILL, CASTLEBLAYNEY, MONAGHAN",ok,54.116119,-6.735946
2016-06-17,"APT 5 65 MAIN ST, CLONGRIFFEN, DUBLIN 13",Dublin,,194713.65,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"APT 5 65 MAIN ST, CLONGRIFFEN, DUBLIN 13",ok,53.402698,-6.156586
2016-09-15,"30 BEACHSIDE DR, RIVERCHAPEL, GOREY",Wexford,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"30 BEACHSIDE DR, RIVERCHAPEL, GOREY, Wexford",ok,52.639698,-6.228773
2016-01-24,"10 Sunview Court, Douglas, Cork",Cork,,204000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"10 Sunview Court, Douglas, Cork",ok,51.910667,-8.486663
2016-11-28,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",Dublin,,375000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",ok,53.317943,-6.283664
2016-06-22,"305 BLOCK A, HAMPTON LODGE, GRACE PARK RD DUBLIN 9",Dublin,,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"305 BLOCK A, HAMPTON LODGE, GRACE PARK RD DUBLIN 9",ok,53.380657,-6.239628
2016-07-11,"79 ST BRIDGETS SQUARE, PORTARLINGTON, CO LAOIS",Laois,,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"79 ST BRIDGETS SQUARE, PORTARLINGTON, CO LAOIS",ok_relaxed_area,53.161976,-7.189547
2016-06-08,"10 LAKESHORE HOLIDAY VILLAGE, BLESSINGTON, HOLIDAY VILLAGE",Wicklow,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"10 LAKESHORE HOLIDAY VILLAGE, BLESSINGTON, HOLIDAY VILLAGE, Wicklow",ok,53.161979,-6.535457
2016-01-20,"20 Brindle Hill, Charleville",Cork,,79000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"20 Brindle Hill, Charleville, Cork",ok,52.346743,-8.678572
2016-11-17,"3 VALLEY WALK, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin,,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"3 VALLEY WALK, DRUID VALLEY, CABINTEELY DUBLIN 18",ok,53.246433,-6.140966
2016-08-30,"10 BELLGREE CLOSE, TYRRELSTOWN, BLANCHARDSTOWN DUBLIN 15",Dublin,,220000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"10 BELLGREE CLOSE, TYRRELSTOWN, BLANCHARDSTOWN DUBLIN 15",ok,53.421546,-6.384845
2016-04-26,"Various Properties  Millhouse, Woodland Grove  New Ross, Wexford",Wexford,,409500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"Various Properties  Millhouse, Woodland Grove  New Ross, Wexford",ok_relaxed_area,52.383819,-6.943639
2016-04-04,"20 THE MALTINGS, BRAY, WICKLOW",Wicklow,,255000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"20 THE MALTINGS, BRAY, WICKLOW",ok,53.204853,-6.112394
2016-12-08,"35 THE RISE, KINGSWOOD, TALLAGHT DUBLIN 24",Dublin,,238000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"35 THE RISE, KINGSWOOD, TALLAGHT DUBLIN 24",ok,53.579402,-6.123568
2016-11-09,"39 ESKER MEADOW GREEN, LUCAN, DUBLIN",Dublin,,317500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"39 ESKER MEADOW GREEN, LUCAN, DUBLIN",ok,53.349456,-6.433567
2016-06-28,"22 PINEBROOK VIEW, CLONSILLA, DUBLIN 15",Dublin,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"22 PINEBROOK VIEW, CLONSILLA, DUBLIN 15",ok,53.39804,-6.414084
2016-03-09,"205 THE WILLOWS, BOREENMANNA RD, CORK",Cork,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"205 THE WILLOWS, BOREENMANNA RD, CORK",ok,51.892696,-8.582163
2016-03-04,"42 FOX LODGE MANOR, RATOATH, CO MEATH",Meath,,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,3,"42 FOX LODGE MANOR, RATOATH, CO MEATH",ok,53.509788,-6.452123
2016-07-15,"497A BALLINTEER RD, WOODPARK, DUBLIN 16",Dublin,,650000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"497A BALLINTEER RD, WOODPARK, DUBLIN 16",ok,53.272087,-6.244985
2016-04-08,"APARTMENT 5 BLOCK 7, GALLERY QUAY, GRAND CANAL DOCK",Dublin,,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"APARTMENT 5 BLOCK 7, GALLERY QUAY, GRAND CANAL DOCK, Dublin",ok,53.324916,-6.23227
2016-07-08,"CLOONEYQUINN, ELPHIN, ROSCOMMON",Roscommon,,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"CLOONEYQUINN, ELPHIN, ROSCOMMON",ok_relaxed_area,53.84572,-8.192025
2016-06-20,"RATHLOOSE, POWERSTOWN, CLONMEL",Tipperary,,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"RATHLOOSE, POWERSTOWN, CLONMEL, Tipperary",ok_relaxed_area,52.367832,-7.669042
2016-04-07,"15 CITY SQ, GLOUCESTER ST SOUTH, DUBLIN 2",Dublin,,193516.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"15 CITY SQ, GLOUCESTER ST SOUTH, DUBLIN 2",ok_relaxed_area,53.346424,-6.250974
2016-08-26,"IRREMORE, LISTOWEL, KERRY",Kerry,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"IRREMORE, LISTOWEL, KERRY",ok_relaxed_area,52.402668,-9.534998
2016-08-22,"CAHERULTAN, LOUGHADERRA, CASTLEMARTYR",Cork,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"CAHERULTAN, LOUGHADERRA, CASTLEMARTYR, Cork",ok_relaxed_area,51.91287,-8.081225
2016-04-05,"APT 306 ALTMORE HOUSE, TARA ST, TULLAMORE OFFALY",Offaly,,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,4,"APT 306 ALTMORE HOUSE, TARA ST, TULLAMORE OFFALY",ok_relaxed_area,53.273142,-7.496069
2016-06-08,"5  The Stables, Monivea",Galway,,136916.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"5  The Stables, Monivea, Galway",ok,53.370841,-8.702788
2016-10-27,"36 Hayfield, Straffan Road, Maynooth",Kildare,,229075.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10,"36 Hayfield, Straffan Road, Maynooth, Kildare",ok,53.369846,-6.592247
2016-06-01,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE",Dublin,,102000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE, Dublin",ok,53.283376,-6.15331
2016-11-09,"43 SILVERBROOK, MILL RD, CORBALLY",Limerick,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"43 SILVERBROOK, MILL RD, CORBALLY, Limerick",ok_relaxed_area,52.684272,-8.619379
2016-09-30,"16 ROWAN HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6",Dublin,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"16 ROWAN HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6",ok,53.301223,-6.260533
2016-05-17,"CHURCH ROAD, KILMUCKRIDGE, GOREY",Wexford,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"CHURCH ROAD, KILMUCKRIDGE, GOREY, Wexford",ok_relaxed_area,52.654798,-6.654609
2016-11-01,"5 CARAGH GREEN, NAAS, KILDARE",Kildare,,251000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"5 CARAGH GREEN, NAAS, KILDARE",ok,53.220455,-6.678676
2016-02-10,"CUSHEEN, CUSH CROSS ROADS, KILFINANE",Limerick,,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"CUSHEEN, CUSH CROSS ROADS, KILFINANE, Limerick",ok_relaxed_area,52.671923,-8.632205
2016-12-21,"18 Ridgewood Manor, Melitta Road, Kildare Town",Kildare,,237900.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"18 Ridgewood Manor, Melitta Road, Kildare Town",ok,53.163516,-6.896895
2016-08-16,"45 The Woods, Glounthaune, Cork",Cork,,243096.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,8,"45 The Woods, Glounthaune, Cork",ok,51.913604,-8.320293
2016-05-12,"INCH, KILCUMMIN, KILLARNEY",Kerry,,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"INCH, KILCUMMIN, KILLARNEY, Kerry",ok_relaxed_area,52.073801,-9.508057
2016-11-21,"3 VICTORIA VILLAS, CLONTARF, DUBLIN 3",Dublin,,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"3 VICTORIA VILLAS, CLONTARF, DUBLIN 3",ok,53.366615,-6.227097
2016-07-01,"GORTNAMULLEN, KILLOURT, MALIN HEAD",Donegal,,25000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"GORTNAMULLEN, KILLOURT, MALIN HEAD, Donegal",ok_relaxed_area,55.294777,-7.260867
2016-11-02,"4 HARBOUR ST, MULLINGAR, WESTMEATH",Westmeath,,47500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"4 HARBOUR ST, MULLINGAR, WESTMEATH",ok,53.5275,-7.340744
2016-08-31,"ROS NA LAOI, RICHMOND WOOD, GLANMIRE",Cork,,710000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"ROS NA LAOI, RICHMOND WOOD, GLANMIRE, Cork",ok_relaxed_area,51.935766,-8.400861
2016-12-12,"25 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,,175330.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,"25 Barley Field, Wicklow Hills, Newtownmountkennedy",ok_relaxed_area,53.091189,-6.097931
2016-03-31,"DELVIN RD, GORMANSTOWN, CO MEATH",Meath,,287500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"DELVIN RD, GORMANSTOWN, CO MEATH",ok_relaxed_area,53.485268,-6.480615
2016-03-04,"65 SOLOMONS COURT, LETTERKENNY, DONEGAL",Donegal,,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"65 SOLOMONS COURT, LETTERKENNY, DONEGAL",ok,54.963451,-7.753466
2016-08-09,"1 KILCORAN PLACE, BALLYVERGAN, YOUGHAL",Cork,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"1 KILCORAN PLACE, BALLYVERGAN, YOUGHAL, Cork",ok,51.939121,-7.867104
2016-06-13,"15 NEWCOMEN AVE, NORTH STRAND, DUBLIN 3",Dublin,,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"15 NEWCOMEN AVE, NORTH STRAND, DUBLIN 3",ok,53.357501,-6.244875
2016-04-22,"40 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",Dublin,,230000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,4,"40 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",ok,53.321498,-6.404635
2016-06-16,"Coolroe, Killorglin",Kerry,,100000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,"Coolroe, Killorglin, Kerry",ok_relaxed_area,52.10702,-9.787802
2016-05-27,"212 GREEN PARK MEADOWS, MULLINGAR, WESTMEATH",Westmeath,,182000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"212 GREEN PARK MEADOWS, MULLINGAR, WESTMEATH",ok,53.519149,-7.374529
2016-05-03,"CAMCLOONMORE, NEWPORT, MAYO",Mayo,,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,5,"CAMCLOONMORE, NEWPORT, MAYO",ok_relaxed_area,53.884647,-9.546153
2016-08-08,"31 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"31 CARNEGIE COURT, NORTH ST, SWORDS, Dublin",ok_relaxed_area,53.461465,-6.218522
2016-02-08,"77 THE CLOISTERS, MOUNT TALLANT AVE, TERENURE",Dublin,,440501.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"77 THE CLOISTERS, MOUNT TALLANT AVE, TERENURE, Dublin",ok_relaxed_area,53.375922,-6.242416
2016-09-20,"22 THE PINES, RUSHBROOKE LINKS, COBH",Cork,,283000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"22 THE PINES, RUSHBROOKE LINKS, COBH, Cork",ok,51.852989,-8.322541
2016-08-22,"No. 4 The Crescent, Ros Mor, Kilmallock Road",Limerick,,171806.16,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8,"No. 4 The Crescent, Ros Mor, Kilmallock Road, Limerick",ok,52.247512,-6.342142
2016-12-07,"TINNEEL, CAHERMORE CROSS, ROSSCARBERY",Cork,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"TINNEEL, CAHERMORE CROSS, ROSSCARBERY, Cork",ok_relaxed_area,51.591133,-9.019215
2016-03-21,"43 COLLAIRE COURT, FRIARY WALK, CALLAN",Kilkenny,,135000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"43 COLLAIRE COURT, FRIARY WALK, CALLAN, Kilkenny",ok,52.551433,-7.379504
2016-02-11,"NEWTWOPOTHOUSE, MALLOW, CORK",Cork,,297500.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"NEWTWOPOTHOUSE, MALLOW, CORK",ok_relaxed_area,52.135178,-8.64106
2016-09-28,"APARTMENT 9, THE BOATHOUSE, SCOTCH QUAY",Waterford,,62000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"APARTMENT 9, THE BOATHOUSE, SCOTCH QUAY, Waterford",ok_relaxed_area,52.258649,-7.103106
2016-10-17,"52 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",Dublin,,298000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,10,"52 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",ok,53.469043,-6.240402
2016-01-07,"5 KILLALA RD, DUBLIN 7, DUBLIN",Dublin,,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"5 KILLALA RD, DUBLIN 7, DUBLIN",ok,53.364772,-6.298212
2016-07-29,"24 BLACKHALL GREEN, BLACKHALL PLACE, STONEYBATTER DUBLIN 24",Dublin,,195000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,7,"24 BLACKHALL GREEN, BLACKHALL PLACE, STONEYBATTER DUBLIN 24",ok_relaxed_area,53.348874,-6.281933
2016-03-18,"3 WOODFIELD, CLONARD, WEXFORD",Wexford,,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"3 WOODFIELD, CLONARD, WEXFORD",ok,52.331787,-6.480327
2016-02-18,"5 WOODSTOWN WALK, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin,,503000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"5 WOODSTOWN WALK, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",ok,53.265422,-6.315148
2016-05-18,"40 KEVINSFORT HEATH, STRANDHILL ROAD, SLIGO",Sligo,,305000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,5,"40 KEVINSFORT HEATH, STRANDHILL ROAD, SLIGO",ok,54.271942,-8.503423
2016-03-30,"36 Riverside View, Pearse Road, Letterkenny",Donegal,,20000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"36 Riverside View, Pearse Road, Letterkenny, Donegal",ok_relaxed_area,54.947496,-7.735844
2016-09-16,"MASSEYS BRIDGE, CLARINA, CO LIMERICK",Limerick,,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"MASSEYS BRIDGE, CLARINA, CO LIMERICK",ok_relaxed_area,52.762686,-8.396112
2016-11-15,"50 WOODALE VIEW, BALLYCULLEN VIEW, DUBLIN 24",Dublin,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"50 WOODALE VIEW, BALLYCULLEN VIEW, DUBLIN 24",ok,53.534612,-6.095511
2016-08-18,"16 ST BRIDGETS AVENUE, BORRISOKANE, CO TIPPERARY",Tipperary,,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,8,"16 ST BRIDGETS AVENUE, BORRISOKANE, CO TIPPERARY",ok,52.992855,-8.125864
2016-06-30,"CHARIS, ANNAGH, LISNAGRY",Limerick,,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"CHARIS, ANNAGH, LISNAGRY, Limerick",ok_relaxed_area,52.68524,-8.510297
2016-06-17,"CLOONTURK, DROMOD, LEITRIM",Leitrim,,199900.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"CLOONTURK, DROMOD, LEITRIM",ok_relaxed_area,53.873436,-7.907159
2016-01-18,"32 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE",Kildare,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"32 UPPER ST JOSEPHS TERRACE, ATHY, KILDARE",ok,52.998519,-6.987244
2016-06-10,"74 AN GRIANAN, BALLINROAD, DUNGARVAN",Waterford,,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"74 AN GRIANAN, BALLINROAD, DUNGARVAN, Waterford",ok,52.102676,-7.573153
2016-11-11,"25 ARDMAHON EST, WELL RD, DOUGLAS",Cork,,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,11,"25 ARDMAHON EST, WELL RD, DOUGLAS, Cork",ok,51.886535,-8.451643
2016-12-19,"30 DUN NOR, DONASKEIGH, CO TIPPERARY",Tipperary,,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"30 DUN NOR, DONASKEIGH, CO TIPPERARY",ok,52.523788,-8.082557
2016-01-06,"GLASHEEN HOUSE, LISHEENCRONY, DONNAHA    KILKEE",Clare,,160000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,1,"GLASHEEN HOUSE, LISHEENCRONY, DONNAHA    KILKEE, Clare",ok_relaxed_area,52.649153,-9.507228
2016-06-07,"20 THE DRIVE, DUNBOYNE CASTLE, DUNBOYNE",Meath,,272000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,6,"20 THE DRIVE, DUNBOYNE CASTLE, DUNBOYNE, Meath",ok,53.414073,-6.478745
2016-12-23,"10 CALRY COURT, SLIGO, SLIGO",Sligo,,64000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"10 CALRY COURT, SLIGO, SLIGO",ok_relaxed_area,54.271328,-8.473315
2016-03-24,"6  Holywell Square, Feltrim Road, Swords",Dublin,,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,3,"6  Holywell Square, Feltrim Road, Swords, Dublin",ok,53.446269,-6.208399
2016-12-15,"APT 214H, THE ISLAND, CHAPELIZOD",Dublin,,212000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,12,"APT 214H, THE ISLAND, CHAPELIZOD, Dublin",ok_relaxed_area,53.347785,-6.312812
2016-02-26,"13 DROWES CLOSE, TULLAGHAN, LEITRIM",Leitrim,,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,2,"13 DROWES CLOSE, TULLAGHAN, LEITRIM",ok,54.471355,-8.321517
2016-09-14,"54 DOLPHIN RD, DUBLIN 12, DUBLIN",Dublin,,216000.0,No,No,Second-Hand Dwelling house /Apartment,,2016,9,"54 DOLPHIN RD, DUBLIN 12, DUBLIN",ok,53.333786,-6.29943
2016-10-20,"63 BALLSBRIDGE WOOD, SHELBOURNE RD, DUBLIN 4",Dublin,,346667.0,Yes,No,Second-Hand Dwelling house /Apartment,,2016,10,"63 BALLSBRIDGE WOOD, SHELBOURNE RD, DUBLIN 4",ok_relaxed_area,53.332316,-6.231723
