Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
27/01/2017,"16 THE CONIFERS, CASTLETROY, LIMERICK",Limerick,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/03/2017,"GREEN ST, DINGLE, KERRY",Kerry,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/01/2017,"32 LISFENNEL CLOSE, DUNGARVAN, WATERFORD",Waterford,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/08/2017,"11 ROSSMORE GROVE, TEMPLEOGUE, DUBLIN 6W",Dublin,,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2958644,-6.3205672,nominatim,6W
17/11/2017,"50 Maudlin Vale, Trim",Meath,,"€225,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
02/02/2017,"45 OCEAN WAVE, SALTHILL, GALWAY",Galway,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/06/2017,"20 Cluain Mara, Kinsale",Cork,,"€405,109.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
17/10/2017,"1 MAPLE HALL, MOUNT ST ANNES, MILLTOWN",Dublin,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.313973,-6.249501,mapbox,6
30/11/2017,"14 GREENVIEW CLOSE, GLENCAIRN, DOORADOYLE ROAD",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/05/2017,"51 BEECHPARK COURT, COOLOCK, DUBLIN",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3894644,-6.1988974,nominatim,5
04/08/2017,"BALLYDURROW, VIRGINIA, CAVAN",Cavan,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/02/2017,"9 BIANCONI CLOSE, BANAGHER COURT, MAIN ST",Kilkenny,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/06/2017,"4 CARBERY MEWS ROSSCARBERY, ROSSCARBERY, CORK",Cork,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/01/2017,"13 AUGHRIM HALL, AUGHRIM, WICKLOW",Wicklow,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/09/2017,"204 WEDGEWOOD EST, SANDYFORD, DUBLIN 16",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,54.000358,-6.405806,mapbox,-1
16/05/2017,"16 SPENCER MANOR, CASTLEBAR, MAYO",Mayo,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/04/2017,"95 BELMONT PLACE, COBH, CORK",Cork,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/07/2017,"8 FAIRWAY DR, ROSSLARE, WEXFORD",Wexford,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/12/2017,"29 SOUTHERN GARDENS, CARLOW, CARLOW",Carlow,,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/02/2017,"59 DANESFORT COURT, LOUGHREA, GALWAY",Galway,,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
20/12/2017,"20 FERNHILL, ARKLOW, WICKLOW",Wicklow,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2017,"53 OAKLANDS, CARRICK ON SHANNON, LEITRIM",Leitrim,,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/10/2017,"1 MOUNT EUSTACE RISE, TYRRELSTOWN, DUBLIN 15",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4207865,-6.3880347,nominatim,15
24/11/2017,"NO. 2 GOLDEN GROVE ROAD, ROSCREA, COUNTY TIPPERARY",Tipperary,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/06/2017,"8 ST GERARDS SQ, DUNDALK, LOUTH",Louth,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2017,"APT 28, DOUGLAS HOUSE, MARYBOROUGH HILL",Cork,,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2017,"21 AHERLOW WOODS, GLEN OF AHERLOW, CO TIPPERARY",Tipperary,,"€45,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
30/08/2017,"69 SHANTALLA RD, BEAUMONT, DUBLIN 9",Dublin,,"€296,250.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3876333,-6.2441131,nominatim,9
31/03/2017,"50 RUSSELL AVE, EAST WALL, DUBLIN 3",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3522828,-6.2352418,nominatim,3
05/04/2017,"12 KELLYS BAY PIER, SKERRIES, DUBLIN",Dublin,,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.584239,-6.132697,mapbox,-1
29/11/2017,"REDBROOK UPPER FOUNTAINSTOWN, CROSSHAVEN, CORK",Cork,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/02/2017,"15 GILLABBEY PARK, DONOVANS RD, CORK",Cork,,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/03/2017,"GERALDINES CROSS, ATHY, KILDARE",Kildare,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/12/2017,"98 CORRAN ARD, ATHY, CO KILDARE",Kildare,,"€148,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2017,"17 MOYCOURT, BALLYMAHON, LONGFORD",Longford,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/06/2017,"62A GRANITEFIELD, ROCHESTOWN AVE, DUN LAOGHAIRE",Dublin,,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.268379,-6.14202,mapbox,-1
01/09/2017,"356 COLLINSWOOD, BEAUMONT, DUBLIN 9",Dublin,,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3826033,-6.2361329,nominatim,9
18/07/2017,"37 DUN NA RI, TOBARTEASCAIN, ENNIS",Clare,,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/02/2017,"66 THE GRANGE, CRUICERATH, DONORE",Meath,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/11/2017,"11 BELARMINE WALK, BELARMINE WOODS, STEPASIDE",Dublin,,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.257991,-6.21956,mapbox,18
01/11/2017,"57 CLUAIN ROS, LEAMHAN, ENNIS",Clare,,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/12/2017,"63 SWIFTBROOK GLEN, VIRGINIA, CAVAN",Cavan,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/11/2017,"4Shackleton PLace, Shackleton Park, Lucan",Dublin,,"€330,396.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.347515,-6.467827,mapbox,-1
18/10/2017,"18 THE HAZELS, ELMFIELD, LEOPARDSTOWN",Dublin,,"€320,871.01",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,52.856754,-8.971246,mapbox,-1
11/01/2017,"CARNE, BELMULLET, MAYO",Mayo,,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/11/2017,"KENMAY, KILMACUD RD UPPER, DUNDRUM DUBLIN 14",Dublin,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.286924,-6.226562,mapbox,14
15/12/2017,"Apt 52  Orwell Gate  Block A, Marianella, Rathgar",Dublin,,"€506,608.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.310493,-6.274052,mapbox,6
16/05/2017,"5 Oaktree Road, Cunnaberry Hill, Tully Road  Kildare",Kildare,,"€235,700.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
21/07/2017,"21 ROCKVIEW BLOCK C, SIMONSRIDGE BLACKGLEN RD, SANDYFORD",Dublin,,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.264798,-6.230098,mapbox,18
18/12/2017,"53 LEINSTER RD, RATHMINES, DUBLIN 6",Dublin,,"€1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3227914,-6.2735243,nominatim,6
11/04/2017,"No 2, The Port, Inver",Donegal,,"€251,102.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
29/11/2017,"3 ST ANNES, NORTHBROOK RD, RANELAGH DUBLIN 6",Dublin,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.299667,-6.176154,mapbox,-1
01/02/2017,"6 TUBBERMORE RD, DALKEY, DUBLIN",Dublin,,"€960,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2768925,-6.1024299,nominatim,-1
13/09/2017,"28 OLD RD SILVERMINES, NENAGH, TIPPERARY",Tipperary,,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/08/2017,"34 Gort an Duin, Oranhill, Maree Road",Galway,,"€289,868.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
27/06/2017,"27 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,,"€757,709.25",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.771812,-6.310036,mapbox,-1
20/12/2017,"13 MAIN ST, RATHDRUM, WICKLOW",Wicklow,,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
11/04/2017,"9 MOORE ST, KILRUSH, CLARE",Clare,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/08/2017,"TUCKAHOE, FILBUCKSTOWN, MOONCOIN",Kilkenny,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/03/2017,"APT 2 INISH HOUSE, IRISHTOWN, ATHLONE",Westmeath,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/03/2017,"41 DELHURST TERRACE, ONGAR PARK, CLONSILLA DUBLIN 15",Dublin,,"€223,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.392837,-6.437431,mapbox,15
18/10/2017,"MAIN STREET, CLOGHEEN, CO TIPPERARY",Tipperary,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/02/2017,"6 COIS MAOILE, KNOCKMOYLE, TRALEE",Kerry,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/07/2017,"APT 36 BLOCK C, HAZLEWOOD, SANTRY",Dublin,,"€2,750,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.287296,-6.377398,mapbox,24
15/12/2017,"53 DRUMMOND RADHAIRC, DUNDALK ROAD, CARRICKMACROSS",Monaghan,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/09/2017,"5 WINDMILL LANE, ELPHIN, CO ROSCOMMON",Roscommon,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/06/2017,"1 BALLYGALL RD WEST, FINGLAS, DUBLIN CITY",Dublin,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3887355,-6.2957352,nominatim,11
06/09/2017,"24 ARD GLAS, FERRYBANK, WATERFORD",Waterford,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/03/2017,"1 SHELBOURNE PLACE, SHELBOURNE RD, DUBLIN 4",Dublin,,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.335262,-6.233145,mapbox,4
04/09/2017,"113 SEAPARK, MOUNT PROSPECT AVE, CLONTARF DUBLIN 3",Dublin,,"€307,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.367276,-6.182736,mapbox,3
06/02/2017,"SORRENTO, NERANO RD, DALKEY",Dublin,,"€3,600,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.273221,-6.09672,mapbox,-1
04/12/2017,"1 NEW ROAD, BIRR, CO. OFFALY",Offaly,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/01/2017,"2 THE HILL, CLOONSLANOR RD, STROKESTOWN",Roscommon,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/07/2017,"MOATE RD, FRESHFORD, KILKENNY",Kilkenny,,"€159,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
26/10/2017,"15 BUN AN CNOIC, RAHOON, GALWAY",Galway,,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/09/2017,"70 RIVERSIDE, PORTARLINGTON, LAOIS",Offaly,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/10/2017,"ALDERS, OLD BAWN ROAD, BALLYGARETT",Wexford,,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/05/2017,"16 ARDAGH DRIVE, BLACKROCK, CO DUBLIN",Dublin,,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2826359,-6.1830114,nominatim,-1
19/12/2017,"6 Hamilton Hill, Barnageeragh Cove, Skerries",Dublin,,"€378,855.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,ok_mapbox_strict,53.584442,-6.141983,mapbox,-1
14/06/2017,"BRITTAS, GLASSON, ATHLONE",Westmeath,,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/03/2017,"MEENLEITRIM, KNOCKNAGOSHEL, KERRY",Kerry,,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/09/2017,"4 GLEN RICHARDS WOOD, POULSHONE, WEXFORD",Wexford,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/12/2017,"1 KILKENNY ROAD, GOWRAN, CO KILKENNY",Kilkenny,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/02/2017,"44 THE WOODS, GLOUNTHAUNE, CO. CORK",Cork,,"€243,096.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
23/05/2017,"5 STOCK EXCHANGE COURT, 7 ANGLESEA ST, DUBLIN 2",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.344966,-6.261939,mapbox,2
07/07/2017,"17 JAMES EVERETT PARK, BRAY, WICKLOW",Wicklow,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/05/2017,"20 HANSFIELD, CASTAHEANY, DUBLIN 15",Dublin,,"€274,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.400722,-6.425614,mapbox,15
04/08/2017,"51 BRIDGETOWN CLOSE, CASTLEMARTYR, CO CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/09/2017,"24 CLONSHAUGH AVE, CLONSHAUGH, DUBLIN 17",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.402568,-6.214535,mapbox,17
13/10/2017,"WOODBINE HOUSE, WATERUNDER, DROGHEDA",Louth,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/08/2017,"12 THE GREEN, BRACKEN COURT, DONNYBROOK DOUGLAS",Cork,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/03/2017,"22 KINGSMILL COURT, 62/64 BOLTON STREET, DUBLIN 1",Dublin,,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.351062,-6.270364,mapbox,1
22/09/2017,"5 RATHVARNA, KILLESHIN, Carlow",Laois,,"€229,074.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
28/11/2017,"217 MAPLE WOODS, BALLINACURRA, MIDLETON",Cork,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/08/2017,"257 MOURNE ROAD, DRIMNAGH, DUBLIN 12",Dublin,,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.333259,-6.312064,mapbox,12
29/06/2017,"19 GILFORD AVE, SANDYMOUNT, DUBLIN 4",Dublin,,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3290370,-6.2102161,nominatim,4
05/10/2017,"10 GLENVIEW PARK, MAIN RD, TALLAGHT DUBLIN 24",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.28873,-6.347793,mapbox,24
11/12/2017,"KILKEARY, NORWOOD, NENAGH",Tipperary,,"€382,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/06/2017,"90 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",Wexford,,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2017,"INVER, RUSHBROOKE, COBH",Cork,,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/09/2017,"59 WESTCOURT, CALLAN, DEMESNE",Kilkenny,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/08/2017,"Property at Killeenyarda, Holycross",Tipperary,,"€310,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
14/07/2017,"THE OLD SCHOOL HOUSE, DAMASTOWN, NAUL",Dublin,,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.396154,-6.244021,mapbox,9
30/03/2017,"4 barnwell chase, hansfield",Dublin,,"€273,125.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.3902409,-6.4419123,nominatim,15
14/06/2017,"8 Roseland Ave, Cualanor, Dun Laoghaire",Dublin,,"€647,577.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.287212,-6.140706,mapbox,-1
23/03/2017,"2 PORTOBELLO PLACE, PORTOBELLO, DUBLIN 8",Dublin,,"€406,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3307198,-6.2664175,nominatim,8
20/11/2017,"MILL PARK, DRUMSNA, CARRICK ON SHANNON",Leitrim,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/05/2017,"LEAMYBRIEN, WATERFORD",Waterford,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/03/2017,"118 OAKLAND PARK, Dundalk",Louth,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/07/2017,"DROMULTON, CURROW, KILLARNEY",Kerry,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/09/2017,"16 RAILWAY MEWS, PORTARLINGTON, LAOIS",Laois,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/11/2017,"1 Springmount Woods, Glanmire, County Cork",Cork,,"€378,854.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
09/11/2017,"8 PORTSMOUTH HOUSE, TEMPLESHANNON, ENNISCORTHY",Wexford,,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/09/2017,"13 BALLYNOE GROVE, KILLARNEY RD, BRAY",Wicklow,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/01/2017,"KINCORA, 106 LOWER KIMMAGE ROAD, HAROLDS CROSS",Dublin,,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.362186,-6.194441,mapbox,3
29/07/2017,"1 The Elms, Knockroe, Delgany",Wicklow,,"€528,635.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,,,,,
15/12/2017,"NO 11, OULSTER LANE, DROGHEDA",Louth,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/08/2017,"FEIGHQUIN, QUIN, ENNIS",Clare,,"€224,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/02/2017,"9 CAHERGAL PARK, BALLYHOOLY RD, BALLYVOLANE",Cork,,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/06/2017,"27 ROCKLANDS, TUBBERCURRY, SLIGO",Sligo,,"€79,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/10/2017,"CLOGHANINCHY, QUILTY, CO. CLARE",Clare,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/04/2017,"THE PADDOCKS, ENNISKEANE, COUNTY CORK",Cork,,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/11/2017,"Apartment 34, Shannon Weir, The Docks",Westmeath,,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/10/2017,"4 MANGERTON RD, DRIMNAGH, DUBLIN 12",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.327396,-6.327723,mapbox,12
24/02/2017,"2 MOUNT ANDREW AVE, LUCAN, DUBLIN",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3557553,-6.4119289,nominatim,20
05/07/2017,"18 BENBULBIN AVE, DRIMNAGH, DUBLIN 12",Dublin,,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.331394,-6.312003,mapbox,12
21/12/2017,"9 Citywest Avenue, Cuil Duin, Citywest",Dublin,,"€217,353.34",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.284934,-6.431464,mapbox,24
02/10/2017,"APT 16, CENTAUR COURT, CENTAUR ST",Carlow,,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
04/08/2017,"43 BARONS HALL GROVE, BALBRIGGAN, DUBLIN",Dublin,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.60989,-6.183652,mapbox,-1
07/11/2017,"13 KILLALOE HOUSE, CLARE VILLAGE, CLARE HALL DUBLIN 13",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.40078,-6.171218,mapbox,13
28/04/2017,"MOLLOYS, RATHMORE, NAAS",Kildare,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
31/03/2017,"16 SYCAMORE RD, FINGLAS, DUBLIN 11",Dublin,,"€238,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3940186,-6.2881646,nominatim,11
18/01/2017,"3 SHANNON ARMS, HENRY ST, LIMERICK",Limerick,,"€58,300.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/09/2017,"15 TEMPLE LAWNS, NORTHWOOD AVE, SANTRY DUBLIN 9",Dublin,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.311538,-6.256783,mapbox,6
24/02/2017,"55 MURTAGH RD, DUBLIN 7, DUBLIN",Dublin,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3517748,-6.2874677,nominatim,7
09/02/2017,"4 AN CUILEANN, MOUNT ANVILLE RD, DUNDRUM DUBLIN 14",Dublin,,"€401,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.290225,-6.219138,mapbox,14
03/08/2017,"ROSFEIR, WEAVERS POINT, CROSSHAVEN",Cork,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/04/2017,"TRENTAGH, ST JOHNSTON, LIFFORD",Donegal,,"€19,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/07/2017,"5 PAIRC AN CALLAN, KENMARE, KERRY",Kerry,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/07/2017,"46 GLENCARRICK, KNOCK ROAD, ROSCREA",Tipperary,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/12/2017,"47 ORWELL GATE, BLOCK A, MARIANELLA",Dublin,,"€656,387.67",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.30841,-6.262579,mapbox,6
11/10/2017,"19 Wilkins View, Greenhills, Walkinstown",Dublin,,"€484,582.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.307044,-6.330005,mapbox,12
05/09/2017,"96 WESTEND VILLAGE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3892851,-6.3894521,nominatim,15
11/08/2017,"5 RALEIGH SQ, CRUMLIN, DUBLIN 12",Dublin,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3266337,-6.3069468,nominatim,12
28/07/2017,"APT 13, TAITS CORNER, LIMERICK",Limerick,,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/03/2017,"16 WHITETHORNS, CASTLETROY, LIMERICK",Limerick,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/03/2017,"1 Radharc Na Siuire, Knockboy, Waterford",Waterford,,"€158,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
18/08/2017,"6 Barnwell Grove, Hansfield",Dublin,,"€281,398.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.3904946,-6.4434890,nominatim,15
17/05/2017,"7 chapel street, LOUISBOURGH",Mayo,,"€136,564.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
13/04/2017,"CONVOY COTTAGE, BRIDGESTREET, RAMELTON",Donegal,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/02/2017,"33 THE PARK, WOLSTAN HAVEN, CELBRIDGE",Kildare,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/10/2017,"28 CASTLEGREEN AVE, CLONMEH RD, CASHEL",Tipperary,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/03/2017,"1 GLENDALE RD, GLASHEEN, CORK",Cork,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2017,"APT 10 BLOCK A, THE CAMMOCK, KILMAINHAM DUBLIN 8",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.325115,-6.232523,mapbox,4
04/12/2017,"19 SWIFT HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",Dublin,,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.405441,-6.214916,mapbox,17
