Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
27/04/2016,"119 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",Dublin,,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.386527,-6.067546,mapbox,13
15/07/2016,"FIONN UISCE, DERRYDONNELL NORTH, ORANMORE",Galway,,"€377,800.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/07/2016,"19 BARTRA HEIGHTS, KILLALA, MAYO",Mayo,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/07/2016,"392 COLLINSWOOD, BEAUMONT, DUBLIN 9",Dublin,,"€351,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3814471,-6.2368943,nominatim,9
16/05/2016,"TEADIES LOWER, ENNISKEANE, CO CORK",Cork,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2016,"69 LA ROCHELLE, LAMB ALLEY, HIGH ST",Dublin,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.609043,-6.181789,mapbox,
20/05/2016,"145 SLI AN CHOISTE, MONKSLAND, ATHLONE",Westmeath,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/10/2016,"3 COURTNEYS AVENUE, ROMAN STREET, CORK",Cork,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/12/2016,"11 ARDEE COURT, CORK ST, DUBLIN 8",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,54.000854,-6.405719,mapbox,
10/05/2016,"1 Timore Close, Upper Newcastle, Newcastle",Wicklow,,"€375,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
25/05/2016,"7 DARGANS WAY, RAILWAY AVENUE, SUTTON",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.391674,-6.120938,mapbox,13
24/06/2016,"APT 3 FRIAR STREET, NENAGH, CO TIPPERARY",Tipperary,,"€30,334.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/04/2016,"70 CHERRYWOOD DR, CLONDALKIN, DUBLIN 22",Dublin,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3200320,-6.4100602,nominatim,22
12/10/2016,"25 MOYLARAGH MEWS, BALBRIGGAN, DUBLIN",Dublin,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.6111307,-6.2050599,nominatim,
04/11/2016,"27 DOMINICK STREET, MULLINGAR, COUNTY WESTMEATH",Westmeath,,"€81,300.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/05/2016,"78 Cartrun Breac, Ballinalee Road, Longford",Longford,,"€64,317.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
22/03/2016,"23 BRAMBLEFIELD CRESCENT, BLANCHARDSTOWN, DUBLIN",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4044235,-6.4143522,nominatim,15
06/07/2016,"12 ELM DR, CAHERDAVIN LAWN, LIMERICK",Limerick,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/12/2016,"107 SLIABH, GORT, CARRON",Galway,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/12/2016,"58 GRIFFITH AVE, CLONMEL, TIPPERARY",Tipperary,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/07/2016,"7 STONEY HURST, DOORADOYLE, LIMERICK",Limerick,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/02/2016,"8 BOURLUM WOOD, GREEN RD, CARLOW",Carlow,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/02/2016,"APT 11 THE GLEBE, TOGHER RD, MONASTEREVIN",Kildare,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/08/2016,"5 THE MEADOWS, BRIARFIELDS, CASTLETROY",Limerick,,"€130,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/06/2016,"3 CLARINA RETIREMENT VILLAGE, CLARINA",Limerick,,"€87,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,,,,,
20/12/2016,"47 LUS MOR, WHITEROCK HILL, WEXFORD",Wexford,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2016,"42 ORCHARD GROVE, KENMARE, CO KERRY",Kerry,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/06/2016,"10 RIVER WALK, BANKS, CORBALLY",Clare,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/09/2016,"1 Ardilea Crescent, Heidelberg, Ardilea",Dublin,,"€1,167,750.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.296394,-6.227016,mapbox,14
12/05/2016,"16 BRINKWATER HOUSE, QUINCENTENNIAL DR, SALTHILL",Galway,,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
16/11/2016,"13 GLENCASTLE, GLENBEIGH, KERRY",Kerry,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/03/2016,"Alpha Villa, Newcourt Road, Bray",Wicklow,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/05/2016,"35 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.358015,-6.272165,mapbox,7
09/11/2016,"11 MALTHOUSE GARDENS, MAIN ST, CASTLEBELLINGHAM",Louth,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/07/2016,"30 FOXFIELD, GARRYDUFF, MAYO",Mayo,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/10/2016,"16 Hazelwood Park, Hazelhatch Road, Celbridge",Kildare,,"€323,348.02",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,,,,,
22/12/2016,"2 Roseland Avenue, Cualanor, Upper Glenageary Road",Dublin,,"€753,304.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_strict,53.287475,-6.141347,mapbox,
30/06/2016,"THE COURTYARD HOUSE 4, EASTHAM HOUSE, EASRHAM RD",Meath,,"€108,400.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/04/2016,"3 RICHARDSTOWN, DONERAILE, CORK",Cork,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/10/2016,"11 Hawthorn Hill, Rakeevan, Bailieborough",Cavan,,"€90,308.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
01/03/2016,"BLOCK 2 APT 2, RIVERWALK ACCOMODATION, INNER RING ROAD",Waterford,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/12/2016,"9 COIS FARRAIGE, OLD GOLF LINKS RD, BLACKROCK",Louth,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/09/2016,"2 Balure  Balure Lane, Church Road, Killiney",Dublin,,"€1,330,396.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,ok_mapbox_relaxed,53.260136,-6.127157,mapbox,
26/08/2016,"CROSBEG, TOOREEN, BALLYHAUNIS",Mayo,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/12/2016,"APT 6, LEONARDS COURT, 67 LOWER CLANBRASSIL ST DUBLIN 8",Dublin,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.403891,-6.401405,mapbox,15
22/07/2016,"30 SLIABH SNEATH RD, LETTERKENNY, DONEGAL",Donegal,,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2016,"GRANGE, KILLAVULLEN, MALLOW",Cork,,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2016,"CHALET 1, REDCASTLE HOTEL, REDCASTLE",Donegal,,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/12/2016,"28 TULFARRIS VILLAGE, BLESSINGTON, WICKLOW",Wicklow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/02/2016,"35 RIVER OAKS, CLAREGALWAY, CO GALWAY",Galway,,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/06/2016,"HAZELBROOK COTTAGE, HAZELBROOK, MALAHIDE",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.428684,-6.157762,mapbox,
02/12/2016,"INVER, BARNATRA, BALLINA",Mayo,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/12/2016,"47 BALLYDAHEEN, MALLOW, COUNTY CORK",Cork,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/04/2016,"91 APPLEWOOD, SWORDS, DUBLIN",Dublin,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4717793,-6.2319478,nominatim,
09/12/2016,"48 Downview, Farranlea Road",Cork,,"€134,945.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
15/06/2016,"53 CEANNAN VIEW, LETTERKENNY, CO DONEGAL",Donegal,,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/02/2016,"GRANGE, FETHARD ON SEA, CO WEXFORD",Wexford,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/03/2016,"5 CREAGH HOUSE, MARY ST, LIMERICK",Limerick,,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/06/2016,"4 MARINO POINT, NEW RD, BALLINASLOE",Galway,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/04/2016,"17 THE GRANGE, JASPER BUILDING, BREWERY RD",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.517887,-6.267005,mapbox,
26/08/2016,"CARNROCK, BELMULLET, MAYO",Mayo,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/11/2016,"TALLANSTOWN, DUNALK, LOUTH",Louth,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/09/2016,"38 HANNAVILLE PARK, TERENURE, DUBLIN 6W",Dublin,,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3105009,-6.2850550,nominatim,6
28/01/2016,"House 3 Gerradstown Stud, Dunshaughlin",Meath,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/10/2016,"24 Drummond Radhairc, Dundalk Road, Carrickmacross",Monaghan,,"€265,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,,,,,
29/02/2016,"8 Forge Hill Rise, Stamullen",Meath,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/12/2016,"60 ROWANBYRN, BLACKROCK, DUBLIN",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2884490,-6.1702899,nominatim,
05/01/2016,"5 PARK VIEW, MILLSTREET, CORK",Cork,,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/04/2016,"11 The Park, Harbour Heights, Passage West",Cork,,"€190,132.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
02/11/2016,"102 WOODLAWN, ALLENWOOD",Kildare,,"€181,498.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
16/11/2016,"38 CUIRT NA HABHAINN, CLAREGALWAY, GALWAY",Galway,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/10/2016,"23 SHEEPMOOR WAY, BLAKESTOWN, CLONSILLA DUBLIN 15",Dublin,,"€147,111.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.393608,-6.399703,mapbox,15
25/02/2016,"20 FIANNA RD, THURLES, TIPPERARY",Tipperary,,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2016,"12 PARNELL AVE, MERVUE, GALWAY",Galway,,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
06/05/2016,"11 RATHBEALE RISE, SWORDS, DUBLIN",Dublin,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4588800,-6.2277245,nominatim,
19/02/2016,"460 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin,,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3243783,-6.3062950,nominatim,12
20/07/2016,"20 Dalriada Walk, Knocklyon",Dublin,,"€360,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_nominatim,53.2711693,-6.3263946,nominatim,16
28/10/2016,"74 ST MARKS DR, CLONDALKIN, DUBLIN 22",Dublin,,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.34328,-6.399656,mapbox,22
29/11/2016,"Carra, Loughrea, Co. Galway",Galway,,"€96,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
23/11/2016,"5 THE CRESCENT, OLD FORT RD, BALLINCOLLIG",Cork,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/08/2016,"36 JAIRDIN DR, LOUGHREA, GALWAY",Galway,,"€105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
31/08/2016,"6 The Crescent, Pipers Hill, Kilashee",Kildare,,"€348,017.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
20/04/2016,"HARTLEY, CARRICK ON SHANNON, CO LEITRIM",Leitrim,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/03/2016,"19 WILLOW TERRACE, LISDUGGAN, WATERFORD",Waterford,,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/09/2016,"69  Cois Na Mara, Golf Links Road, Bettystown",Meath,,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
05/09/2016,"9 DERRYNANE PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.361015,-6.263694,mapbox,1
11/10/2016,"34 ARAS NA TRA, COIS CUAIN, SALTHILL",Galway,,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/02/2016,"8 WARRENSTOWN GROVE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4005493,-6.3824663,nominatim,15
18/11/2016,"1 OAK AVE, HILLVIEW, WATERFORD",Waterford,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2016,"20 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON",Meath,,"€246,255.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
30/06/2016,"KILCOLEMAN HOUSE, KILCOLEMAN, KINSALE",Cork,,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/11/2016,"57 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.323303,-6.275423,mapbox,6
29/06/2016,"GROUND FLOORS, DUNKEN HOUSE, GRATTON ST",Cork,,"€96,250.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/02/2016,"CORLISLEA, BALLINAGH, CO CAVAN",Cavan,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/12/2016,"28 Limetree Hall, Maynooth",Kildare,,"€389,750.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
08/07/2016,"31 THE BRAMBLES, CASTLEPARK, ST JOSEPHS RD",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/02/2016,"5 Moore Abbey Court, Monasterevin",Kildare,,"€161,145.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
13/12/2016,"242 Boireann Bheag, Roscam, Galway",Galway,,"€167,250.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,,,,
08/04/2016,"72 MOUNTAIN VIEW, NAAS, KILDARE",Kildare,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/10/2016,"5 Coill Doire, Faha, Killarney",Kerry,,"€220,575.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
09/06/2016,"5 CRIMSOM MEWS, PARKEEN CROSS ROADS, ROSSCARBERY",Cork,,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/11/2016,"4 LOWER BRIDGE STREET, CALLAN, CO. KILKENNY",Kilkenny,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/09/2016,"19 WOODFIELD, GALWAY RD, TUAM",Galway,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/11/2016,"BILLISTOWN, DEVLIN, WESTMEATH",Westmeath,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/12/2016,"10 ARLINGTON, PARK RD, KILLARNEY",Kerry,,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
23/02/2016,"43 GLENVIEW, GALWAY RD, ROSCOMMON",Roscommon,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/04/2016,"66 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.35017,-6.24167,mapbox,1
17/05/2016,"ANNAGHARANETT KILINKERE, VIRGINIA, CAVAN",Cavan,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2016,"THE RIDGE, OLD LEIGHLIN, CARLOW",Carlow,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2016,"35 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2958771,-6.2435608,nominatim,14
12/08/2016,"BALLYLAHY, TEMPLEMORE, TIPPERARY",Tipperary,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/04/2016,"2 CONABURY HILL, CASTLEBLAYNEY, MONAGHAN",Monaghan,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/06/2016,"APT 5 65 MAIN ST, CLONGRIFFEN, DUBLIN 13",Dublin,,"€194,713.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ok_mapbox_strict,53.402698,-6.156586,mapbox,13
15/09/2016,"30 BEACHSIDE DR, RIVERCHAPEL, GOREY",Wexford,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
24/01/2016,"10 Sunview Court, Douglas, Cork",Cork,,"€204,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/11/2016,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",Dublin,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.370239,-6.279802,mapbox,11
22/06/2016,"305 BLOCK A, HAMPTON LODGE, GRACE PARK RD DUBLIN 9",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.374225,-6.243048,mapbox,9
11/07/2016,"79 ST BRIDGETS SQUARE, PORTARLINGTON, CO LAOIS",Laois,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/06/2016,"10 LAKESHORE HOLIDAY VILLAGE, BLESSINGTON, HOLIDAY VILLAGE",Wicklow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/01/2016,"20 Brindle Hill, Charleville",Cork,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2016,"3 VALLEY WALK, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin,,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2464408,-6.1409433,nominatim,18
30/08/2016,"10 BELLGREE CLOSE, TYRRELSTOWN, BLANCHARDSTOWN DUBLIN 15",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.421546,-6.384845,mapbox,15
26/04/2016,"Various Properties  Millhouse, Woodland Grove  New Ross, Wexford",Wexford,,"€409,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/04/2016,"20 THE MALTINGS, BRAY, WICKLOW",Wicklow,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
08/12/2016,"35 THE RISE, KINGSWOOD, TALLAGHT DUBLIN 24",Dublin,,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3029251,-6.3718154,nominatim,24
09/11/2016,"39 ESKER MEADOW GREEN, LUCAN, DUBLIN",Dublin,,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3494427,-6.4335511,nominatim,
28/06/2016,"22 PINEBROOK VIEW, CLONSILLA, DUBLIN 15",Dublin,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.39804,-6.414084,mapbox,15
09/03/2016,"205 THE WILLOWS, BOREENMANNA RD, CORK",Cork,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/03/2016,"42 FOX LODGE MANOR, RATOATH, CO MEATH",Meath,,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
15/07/2016,"497A BALLINTEER RD, WOODPARK, DUBLIN 16",Dublin,,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2720531,-6.2446605,nominatim,18
08/04/2016,"APARTMENT 5 BLOCK 7, GALLERY QUAY, GRAND CANAL DOCK",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.324916,-6.23227,mapbox,4
08/07/2016,"CLOONEYQUINN, ELPHIN, ROSCOMMON",Roscommon,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/06/2016,"RATHLOOSE, POWERSTOWN, CLONMEL",Tipperary,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/04/2016,"15 CITY SQ, GLOUCESTER ST SOUTH, DUBLIN 2",Dublin,,"€193,516.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.346424,-6.250974,mapbox,2
26/08/2016,"IRREMORE, LISTOWEL, KERRY",Kerry,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/08/2016,"CAHERULTAN, LOUGHADERRA, CASTLEMARTYR",Cork,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/04/2016,"APT 306 ALTMORE HOUSE, TARA ST, TULLAMORE OFFALY",Offaly,,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
08/06/2016,"5  The Stables, Monivea",Galway,,"€136,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
27/10/2016,"36 Hayfield, Straffan Road, Maynooth",Kildare,,"€229,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,,,,
01/06/2016,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE",Dublin,,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.282711,-6.148626,mapbox,
09/11/2016,"43 SILVERBROOK, MILL RD, CORBALLY",Limerick,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/09/2016,"16 ROWAN HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.341467,-6.299362,mapbox,8
