Date of Sale (dd/mm/yyyy),County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,area_token_reduced,vat_adjusted_flag,Price_Adjusted_VAT,Price_Adjusted_VAT_Clamped
2016-11-08,Laois,120000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,fairgreen,0,Other,0,120000.0,120000.0
2016-01-06,Waterford,46500.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,1,0,Unknown,1,2a alexander st,0,Other,0,46500.0,60000.0
2016-05-04,Wicklow,242291.0,No,Yes,New Dwelling house /Apartment,2016,5,0,1,Unknown,1,wicklow hills,0,Other,1,275000.285,275000.285
2016-03-21,Clare,105000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,1,Unknown,1,kilrush,0,Other,0,105000.0,105000.0
2016-08-24,Dublin,465000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,dun laoghaire,0,dun laoghaire,0,465000.0,465000.0
2016-10-14,Kildare,133000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,melitta road,0,Other,0,133000.0,133000.0
2016-11-23,Sligo,60000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,tubbercurry,0,Other,0,60000.0,60000.0
2016-05-27,Galway,1500000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,1,1,Unknown,1,caislean thorlaigh,0,Other,0,1500000.0,721137.5
2016-02-23,Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Dublin 4,0,sandymount,0,sandymount,0,595000.0,595000.0
2016-11-01,Dublin,149779.0,No,Yes,New Dwelling house /Apartment,2016,11,0,1,Unknown,1,117 st margarets road,0,Other,1,169999.165,169999.165
2016-11-25,Westmeath,210000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,athlone,0,athlone,0,210000.0,210000.0
2016-04-28,Dublin,341000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Dublin 14,0,rathfarnham,0,rathfarnham,0,341000.0,341000.0
2016-05-27,Clare,235000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,westbury,0,Other,0,235000.0,235000.0
2016-10-12,Offaly,90000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,clara,0,Other,0,90000.0,90000.0
2016-06-23,Dublin,178500.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,1,1,Unknown,1,red cow lane,0,Other,0,178500.0,178500.0
2016-12-21,Dublin,263000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Dublin 22,0,clondalkin,0,clondalkin,0,263000.0,263000.0
2016-09-21,Clare,90000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,1,0,Unknown,1,lahinch,0,Other,0,90000.0,90000.0
2016-08-11,Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Dublin 12,0,drimnagh,0,drimnagh,0,245000.0,245000.0
2016-07-28,Limerick,310000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,0,Unknown,1,grange,0,Other,0,310000.0,310000.0
2016-05-12,Cork,142000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,0,Unknown,1,blarney village,0,Other,0,142000.0,142000.0
2016-12-19,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Dublin 5,0,killester,0,Other,0,395000.0,395000.0
2016-03-23,Offaly,128000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,1,Unknown,1,tullamore,0,tullamore,0,128000.0,128000.0
2016-11-08,Sligo,164500.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,cairns rd,0,Other,0,164500.0,164500.0
2016-09-14,Waterford,173000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,grantstown park,0,Other,0,173000.0,173000.0
2016-07-28,Cork,63000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,youghal,0,youghal,0,63000.0,63000.0
2016-03-09,Kerry,235000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,0,Unknown,1,aghadoe,0,Other,0,235000.0,235000.0
2016-04-13,Kildare,165000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,johnstown,0,johnstown,0,165000.0,165000.0
2016-12-16,Cork,475000.0,No,Yes,New Dwelling house /Apartment,2016,12,0,1,Unknown,1,church road,0,Other,1,539125.0,539125.0
2016-11-25,Wexford,375000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,0,Unknown,1,sea rd,0,Other,0,375000.0,375000.0
2016-07-28,Cork,100000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,0,Unknown,1,inchigeelagh,0,Other,0,100000.0,100000.0
2016-06-02,Dublin,251101.32,No,Yes,New Dwelling house /Apartment,2016,6,0,1,Unknown,1,ballygossan park,0,Other,1,284999.99820000003,284999.99820000003
2016-06-15,Galway,110000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,creagh,0,Other,0,110000.0,110000.0
2016-12-21,Kildare,202500.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,prosperous,0,Other,0,202500.0,202500.0
2016-10-21,Louth,15000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,dundalk,0,dundalk,0,15000.0,60000.0
2016-01-29,Leitrim,25842.04,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,1,Unknown,1,carrick on shannon,0,carrick on shannon,0,25842.04,60000.0
2016-01-27,Mayo,18000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,0,Unknown,1,corssboyne,0,Other,0,18000.0,60000.0
2016-09-22,Monaghan,75000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,castleblayney,0,Other,0,75000.0,75000.0
2016-11-16,Westmeath,118000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,delvin,0,Other,0,118000.0,118000.0
2016-11-29,Meath,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,0,Unknown,1,butlerstown,0,Other,0,50000.0,60000.0
2016-06-10,Cork,173000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,0,Unknown,1,banteer,0,Other,0,173000.0,173000.0
2016-01-05,Dublin,414000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,1,Unknown,1,rush,0,Other,0,414000.0,414000.0
2016-07-01,Kildare,82500.0,No,Yes,New Dwelling house /Apartment,2016,7,0,1,Unknown,1,kilcullen rd,0,Other,1,93637.5,93637.5
2016-11-29,Cork,100000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,castlemartyr resort,0,Other,0,100000.0,100000.0
2016-03-31,Cork,960000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,0,Unknown,1,enniskeane,0,Other,0,960000.0,721137.5
2016-07-05,Wexford,128500.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,parnell rd,0,Other,0,128500.0,128500.0
2016-12-01,Dublin,156388.88,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Dublin 8,0,reuben st,0,Other,0,156388.88,156388.88
2016-06-22,Wicklow,286343.0,No,Yes,New Dwelling house /Apartment,2016,6,0,1,Unknown,1,3 kilmalum crescent,0,Other,1,324999.305,324999.305
2016-09-23,Kildare,340000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,kilcock,0,kilcock,0,340000.0,340000.0
2016-05-18,Meath,142000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,1,1,Unknown,1,killegland cresent,0,Other,0,142000.0,142000.0
2016-09-26,Dublin,406000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Dublin 6W,0,harolds cross,0,harolds cross,0,406000.0,406000.0
2016-09-20,Galway,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,1,1,Unknown,1,lucas take away,0,Other,0,50000.0,60000.0
2016-05-03,Wicklow,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,friarshill,0,Other,0,255000.0,255000.0
2016-11-25,Dublin,945000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Dublin 6W,0,terenure,0,terenure,0,945000.0,721137.5
2016-04-05,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,arran quay,0,Other,0,225000.0,225000.0
2016-12-23,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Dublin 15,0,castleknock,0,castleknock,0,380000.0,380000.0
2016-09-19,Cork,250000.0,No,Yes,New Dwelling house /Apartment,2016,9,0,1,Unknown,1,eden,0,Other,1,283750.0,283750.0
2016-11-11,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,old quarter,0,Other,0,285000.0,285000.0
2016-09-23,Kerry,40000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,9,0,0,Unknown,1,inch,0,Other,0,40000.0,60000.0
2016-05-12,Mayo,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,0,Unknown,1,ballina,0,ballina,0,80000.0,80000.0
2016-07-20,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Dublin 1,0,spencer dock,0,Other,0,400000.0,400000.0
2016-07-01,Waterford,312000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,killea,0,Other,0,312000.0,312000.0
2016-01-28,Wexford,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,0,Unknown,1,clonard,0,Other,0,255000.0,255000.0
2016-02-02,Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,bandon,0,Other,0,305000.0,305000.0
2016-04-15,Dublin,555000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Dublin 4,0,shelbourne rd,0,Other,0,555000.0,555000.0
2016-08-10,Kilkenny,62000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,ferrybank,0,Other,0,62000.0,62000.0
2016-07-13,Roscommon,215000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,0,Unknown,1,rathpeak,0,Other,0,215000.0,215000.0
2016-06-03,Kildare,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,athy,0,athy,0,80000.0,80000.0
2016-04-20,Wicklow,350000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,greystones,0,greystones,0,350000.0,350000.0
2016-10-07,Donegal,49500.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,letterkenny,0,letterkenny,0,49500.0,60000.0
2016-10-20,Laois,331000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,the heritage,0,Other,0,331000.0,331000.0
2016-01-19,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,1,Unknown,1,25 carraig beag,0,Other,0,85000.0,85000.0
2016-02-24,Cork,71101.3,No,Yes,New Dwelling house /Apartment,2016,2,1,0,Unknown,1,the village,0,Other,1,80699.9755,80699.9755
2016-09-09,Louth,190000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,hale street,0,Other,0,190000.0,190000.0
2016-12-22,Wicklow,427312.77,No,Yes,New Dwelling house /Apartment,2016,12,0,1,Unknown,1,killarney road,0,Other,1,484999.99395000003,484999.99395000003
2016-06-13,Kildare,340000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,prosperous,0,Other,0,340000.0,340000.0
2016-06-24,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,balbriggan,0,balbriggan,0,120000.0,120000.0
2016-07-01,Offaly,35000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,0,Unknown,1,killeigh,0,Other,0,35000.0,60000.0
2016-12-07,Sligo,160000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,templeoby,0,Other,0,160000.0,160000.0
2016-05-13,Dublin,421000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Dublin 5,0,raheny,0,raheny,0,421000.0,421000.0
2016-02-10,Louth,320000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,wheaton hall,0,Other,0,320000.0,320000.0
2016-04-28,Cork,134166.67,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,spring lane,0,Other,0,134166.67,134166.67
2016-02-22,Dublin,170000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,1,1,Unknown,1,dorset st,0,Other,0,170000.0,170000.0
2016-03-01,Limerick,230000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,1,Unknown,1,fr russell rd,0,Other,0,230000.0,230000.0
2016-05-27,Kerry,103334.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,0,Unknown,1,killorglin,0,Other,0,103334.0,103334.0
2016-11-24,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Dublin 11,0,addison park,0,Other,0,205000.0,205000.0
2016-05-03,Louth,137000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,termonfeckin,0,Other,0,137000.0,137000.0
2016-01-15,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,1,Dublin 14,0,dundrum,0,dundrum,0,200000.0,200000.0
2016-07-25,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Dublin 7,0,north circular road,0,Other,0,605000.0,605000.0
2016-10-27,Longford,68500.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,longford,0,Other,0,68500.0,68500.0
2016-07-07,Dublin,387000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Dublin 18,0,carrickmines manor,0,Other,0,387000.0,387000.0
2016-12-14,Monaghan,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,latlurcan,0,Other,0,130000.0,130000.0
2016-12-21,Cork,179000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,fermoy,0,Other,0,179000.0,179000.0
2016-07-01,Roscommon,167000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,golf links rd,0,Other,0,167000.0,167000.0
2016-12-16,Kerry,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,mounthawk,0,Other,0,150000.0,150000.0
2016-09-05,Waterford,90000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,templars hall,0,Other,0,90000.0,90000.0
2016-04-13,Mayo,10000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,0,Unknown,1,balla,0,Other,0,10000.0,60000.0
2016-04-12,Kildare,176000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,celbridge,0,celbridge,0,176000.0,176000.0
2016-02-01,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,main st,0,main st,0,125000.0,125000.0
2016-05-06,Kerry,200000.0,No,Yes,New Dwelling house /Apartment,2016,5,0,1,Unknown,1,58 cnoc an cairn,0,Other,1,227000.0,227000.0
2016-10-28,Dublin,620000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Dublin 3,0,clontarf,0,clontarf,0,620000.0,620000.0
2016-10-17,Limerick,237004.0,No,Yes,New Dwelling house /Apartment,2016,10,0,1,Unknown,1,old schoolhouse road,0,Other,1,268999.54,268999.54
2016-07-22,Wexford,175000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,0,Unknown,1,curracloe,0,Other,0,175000.0,175000.0
2016-09-23,Kerry,75000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,0,Unknown,1,ballyduff,0,Other,0,75000.0,75000.0
2016-06-07,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,lucan,0,lucan,0,185000.0,185000.0
2016-06-16,Dublin,347000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,lucan,0,lucan,0,347000.0,347000.0
2016-11-23,Kerry,83000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,0,Unknown,1,anascaul,0,Other,0,83000.0,83000.0
2016-07-06,Dublin,281000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,rivervalley,0,Other,0,281000.0,281000.0
2016-04-29,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,lucan,0,lucan,0,210000.0,210000.0
2016-12-01,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Dublin 11,0,santry cross,0,Other,0,120000.0,120000.0
2016-08-23,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,0,Unknown,1,monard,0,Other,0,50000.0,60000.0
2016-11-25,Dublin,458150.0,No,Yes,New Dwelling house /Apartment,2016,11,0,1,Unknown,1,railway avenue,0,Other,1,520000.25,520000.25
2016-04-05,Louth,285000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,0,Unknown,1,mount ave,0,Other,0,285000.0,285000.0
2016-09-02,Kildare,195000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,newbridge,0,newbridge,0,195000.0,195000.0
2016-09-13,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Dublin 11,0,glasnevin,0,glasnevin,0,370000.0,370000.0
2016-02-29,Galway,283000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,cappagh rd,0,Other,0,283000.0,283000.0
2016-05-09,Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,dalkey,0,Other,0,710000.0,710000.0
2016-09-16,Longford,138000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,white linen wood,0,Other,0,138000.0,138000.0
2016-10-06,Tipperary,26250.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,tipperary,0,Other,0,26250.0,60000.0
2016-08-18,Longford,94000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,ballymahon,0,Other,0,94000.0,94000.0
2016-12-08,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,40 clareville,0,Other,0,200000.0,200000.0
2016-12-12,Limerick,195000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,mill rd,0,Other,0,195000.0,195000.0
2016-10-14,Dublin,465000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Dublin 18,0,the park,0,Other,0,465000.0,465000.0
2016-03-30,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,1,Unknown,1,millstreet,0,Other,0,80000.0,80000.0
2016-04-06,Laois,145000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,0,Unknown,1,mountmellick,0,Other,0,145000.0,145000.0
2016-06-01,Sligo,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,0,Unknown,1,cooloney,0,Other,0,50000.0,60000.0
2016-07-15,Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,maryborough hill,0,Other,0,150000.0,150000.0
2016-09-30,Leitrim,22500.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,1,1,Unknown,1,church lane,0,Other,0,22500.0,60000.0
2016-09-30,Dublin,279735.67,No,Yes,New Dwelling house /Apartment,2016,9,0,1,Unknown,1,oldcourt road,0,Other,1,317499.98545,317499.98545
2016-06-16,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Dublin 12,0,perrystown,0,Other,0,380000.0,380000.0
2016-08-19,Sligo,51500.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,mountain road,0,Other,0,51500.0,60000.0
2016-02-17,Dublin,217663.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,elm park,0,Other,0,217663.0,217663.0
2016-10-14,Kilkenny,134000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,lintown hall,0,Other,0,134000.0,134000.0
2016-08-10,Cork,267000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,carrigane rd,0,Other,0,267000.0,267000.0
2016-12-21,Kildare,190000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,maynooth,0,maynooth,0,190000.0,190000.0
2016-07-08,Longford,69918.69,No,Yes,New Dwelling house /Apartment,2016,7,0,1,Unknown,1,lisbrack road,0,Other,1,79357.71315000001,79357.71315000001
2016-06-14,Galway,245815.0,No,Yes,New Dwelling house /Apartment,2016,6,0,1,Unknown,1,oranhill,0,Other,1,279000.025,279000.025
2016-08-19,Kerry,260000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,killarney,0,killarney,0,260000.0,260000.0
2016-12-21,Offaly,141000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,portarlington,0,portarlington,0,141000.0,141000.0
2016-09-21,Wicklow,535000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,bray,0,bray,0,535000.0,535000.0
2016-11-22,Clare,90000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,clon rd,0,Other,0,90000.0,90000.0
2016-05-30,Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,freemount,0,Other,0,50000.0,60000.0
2016-06-21,Meath,262000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,0,Unknown,1,rathmolyon,0,Other,0,262000.0,262000.0
2016-01-14,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,0,0,Unknown,1,dromagh,0,Other,0,85000.0,85000.0
2016-10-28,Roscommon,145000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,strokestown rd,0,Other,0,145000.0,145000.0
2016-10-28,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Dublin 12,0,walkinstown,0,walkinstown,0,275000.0,275000.0
2016-11-17,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,balbriggan,0,balbriggan,0,210000.0,210000.0
2016-12-21,Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,oulart,0,Other,0,225000.0,225000.0
2016-05-20,Limerick,135000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,0,1,Unknown,1,barrack hill,0,Other,0,135000.0,135000.0
2016-08-17,Cork,189000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Unknown,1,killeagh,0,Other,0,189000.0,189000.0
2016-09-14,Cork,100000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,mitchelstown,0,Other,0,100000.0,100000.0
2016-09-07,Galway,70000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,0,1,Unknown,1,dunmore,0,Other,0,70000.0,70000.0
2016-07-06,Kerry,120000.0,No,Yes,New Dwelling house /Apartment,2016,7,0,0,Unknown,1,knockaninane west,0,Other,1,136200.0,136200.0
2016-06-01,Carlow,215000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,0,1,Unknown,1,rathoe,0,Other,0,215000.0,215000.0
2016-12-15,Louth,175000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,0,Unknown,1,old golf links road,0,Other,0,175000.0,175000.0
2016-04-08,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Unknown,1,galway,0,Other,0,300000.0,300000.0
2016-04-22,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,0,1,Dublin 24,0,ballycullen,0,Other,0,360000.0,360000.0
2016-11-30,Dublin,193000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,ballyfermot,0,ballyfermot,0,193000.0,193000.0
2016-11-14,Donegal,43000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,letterkenny,0,letterkenny,0,43000.0,60000.0
2016-03-14,Galway,175000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,1,Unknown,1,prospect hill,0,Other,0,175000.0,175000.0
2016-03-08,Limerick,53000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,0,0,Unknown,1,loughill,0,Other,0,53000.0,60000.0
2016-07-22,Galway,198000.0,No,Yes,New Dwelling house /Apartment,2016,7,0,0,Unknown,1,claregalway,0,Other,1,224730.0,224730.0
2016-08-10,Dublin,271806.17,No,Yes,New Dwelling house /Apartment,2016,8,1,1,Unknown,1,bracken park carpenterstown road,0,Other,1,308500.00295,308500.00295
2016-08-18,Wexford,168500.0,Yes,Yes,New Dwelling house /Apartment,2016,8,0,1,Unknown,1,38 hunters green,0,Other,1,191247.5,191247.5
2016-12-08,Clare,91666.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,0,1,Unknown,1,drumcliffe road,0,Other,0,91666.0,91666.0
2016-07-29,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,wilton,0,Other,0,80000.0,80000.0
2016-10-28,Kildare,340000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,great connell,0,Other,0,340000.0,340000.0
2016-07-22,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,0,1,Unknown,1,blackrock,0,blackrock,0,160000.0,160000.0
2016-10-21,Louth,215000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,martello village,0,Other,0,215000.0,215000.0
2016-10-06,Meath,515000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,0,Unknown,1,dunboyne,0,Other,0,515000.0,515000.0
2016-03-01,Kildare,340088.0,No,Yes,New Dwelling house /Apartment,2016,3,0,1,Unknown,1,46 barrettstown meadows,0,Other,1,385999.88,385999.88
2016-02-05,Limerick,227000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,0,1,Unknown,1,ocallaghan strand,0,Other,0,227000.0,227000.0
2016-12-21,Cork,40714.29,No,Yes,New Dwelling house /Apartment,2016,12,0,1,Unknown,1,no 2 riverside walk,0,Other,1,46210.719150000004,60000.0
2016-10-25,Meath,220000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,johnstown wood,0,Other,0,220000.0,220000.0
2016-08-26,Dublin,89207.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,0,1,Dublin 11,0,ballymun,0,Other,0,89207.0,89207.0
2016-10-03,Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,0,1,Unknown,1,sallybrook,0,Other,0,305000.0,305000.0
2016-08-15,Cork,151550.0,No,Yes,New Dwelling house /Apartment,2016,8,0,1,Unknown,1,28 castle oaks,0,Other,1,172009.25,172009.25
2016-11-25,Longford,30000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,0,1,Unknown,1,longford,0,Other,0,30000.0,60000.0
